iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AUT,Europe,Austria,2020-02-25,2.0,2.0,,,,,0.224,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-26,1.0,,,,,,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-27,1.0,0.0,,,,,0.112,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-28,1.0,0.0,,,,,0.112,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-29,3.0,2.0,,,,,0.336,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-01,7.0,4.0,,,,,0.783,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-807.0,-4.9,-4.02,-90.272323747203
AUT,Europe,Austria,2020-03-02,8.0,1.0,1.286,,,,0.895,0.112,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-03,12.0,4.0,1.571,,,,1.342,0.447,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-04,17.0,5.0,2.286,,,,1.902,0.559,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-05,23.0,6.0,3.143,,,,2.573,0.671,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-06,37.0,14.0,5.143,,,,4.139,1.566,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-07,46.0,9.0,6.143,,,,5.146,1.007,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-08,75.0,29.0,9.714,,,,8.39,3.244,1.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-845.8,-4.63,-2.19,-94.6125544304638
AUT,Europe,Austria,2020-03-09,98.0,23.0,12.857,,,,10.962,2.573,1.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-10,126.0,28.0,16.286,,,,14.095,3.132,1.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-11,148.0,22.0,18.714,,,,16.556,2.461,2.093,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-12,203.0,55.0,25.714,,,,22.708,6.152,2.876,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-13,312.0,109.0,39.286,,,,34.901,12.193,4.395,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-14,409.0,97.0,51.857,1.0,1.0,,45.751,10.851,5.801,0.112,0.112,,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-15,591.0,182.0,73.714,1.0,0.0,,66.11,20.359,8.246,0.112,0.0,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-862.4,-4.32,-0.96,-96.46945724856
AUT,Europe,Austria,2020-03-16,801.0,210.0,100.429,2.0,1.0,,89.601,23.491,11.234,0.224,0.112,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-17,999.0,198.0,124.714,3.0,1.0,,111.75,22.149,13.951,0.336,0.112,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-18,1225.0,226.0,153.857,5.0,2.0,,137.03,25.281,17.211,0.559,0.224,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-19,1571.0,346.0,195.429,7.0,2.0,1.0,175.735,38.704,21.861,0.783,0.224,0.112,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-20,1943.0,372.0,233.0,12.0,5.0,1.714,217.347,41.613,26.064,1.342,0.559,0.192,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-21,2398.0,455.0,284.143,15.0,3.0,2.0,268.244,50.897,31.785,1.678,0.336,0.224,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-22,2909.0,511.0,331.143,20.0,5.0,2.714,325.405,57.161,37.042,2.237,0.559,0.304,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-651.6,-3.02,13.03,-72.8890286910502
AUT,Europe,Austria,2020-03-23,3455.0,546.0,379.143,26.0,6.0,3.429,386.482,61.076,42.412,2.908,0.671,0.384,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-24,4073.0,618.0,439.143,34.0,8.0,4.429,455.612,69.13,49.123,3.803,0.895,0.495,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-25,4760.0,687.0,505.0,46.0,12.0,5.857,532.461,76.849,56.49,5.146,1.342,0.655,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-26,5483.0,723.0,558.857,56.0,10.0,7.0,613.337,80.876,62.515,6.264,1.119,0.783,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-27,6237.0,754.0,613.429,65.0,9.0,7.571,697.681,84.344,68.619,7.271,1.007,0.847,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-28,7293.0,1056.0,699.286,81.0,16.0,9.429,815.807,118.126,78.223,9.061,1.79,1.055,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-29,8100.0,807.0,741.571,101.0,20.0,11.571,906.079,90.272,82.953,11.298,2.237,1.294,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-560.6,-2.41,5.47,-62.7096216761859
AUT,Europe,Austria,2020-03-30,8717.0,617.0,751.714,120.0,19.0,13.429,975.098,69.019,84.088,13.423,2.125,1.502,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-31,9264.0,547.0,741.571,134.0,14.0,14.286,1036.286,61.188,82.953,14.989,1.566,1.598,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-01,9937.0,673.0,739.571,155.0,21.0,15.571,1111.569,75.283,82.73,17.339,2.349,1.742,1.17,215.0,24.05,1071.0,119.804,,,,,16834.0,,1.887,,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-02,10486.0,549.0,714.714,174.0,19.0,16.857,1172.981,61.412,79.949,19.464,2.125,1.886,1.06,219.0,24.498,1042.0,116.56,,,,,92190.0,75356.0,10.333,8.446,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-03,11035.0,549.0,685.429,185.0,11.0,17.143,1234.393,61.412,76.673,20.694,1.23,1.918,0.97,245.0,27.406,1074.0,120.139,,,,,98343.0,6153.0,11.022,0.69,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-04,11473.0,438.0,597.143,205.0,20.0,17.714,1283.388,48.995,66.797,22.932,2.237,1.982,0.89,245.0,27.406,1071.0,119.804,,,,,104134.0,5791.0,11.671,0.649,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-05,11884.0,411.0,540.571,223.0,18.0,17.429,1329.363,45.975,60.469,24.945,2.014,1.95,0.83,244.0,27.294,956.0,106.94,,,,,108416.0,4282.0,12.151,0.48,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-344.2,-1.38,13.49,-38.5027680716075
AUT,Europe,Austria,2020-04-06,12137.0,253.0,488.571,243.0,20.0,17.571,1357.664,28.301,54.652,27.182,2.237,1.966,0.78,250.0,27.965,1074.0,120.139,,,,,111296.0,2880.0,12.474,0.323,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-07,12320.0,183.0,436.571,265.0,22.0,18.714,1378.135,20.471,48.836,29.643,2.461,2.093,0.75,243.0,27.182,1100.0,123.048,,,,,115235.0,3939.0,12.916,0.441,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-08,12626.0,306.0,384.143,296.0,31.0,20.143,1412.365,34.23,42.971,33.111,3.468,2.253,0.72,267.0,29.867,1096.0,122.6,,,,,120755.0,5520.0,13.534,0.619,14846.0,1.664,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-09,12915.0,289.0,347.0,325.0,29.0,21.571,1444.693,32.328,38.816,36.355,3.244,2.413,0.69,266.0,29.755,1086.0,121.482,,,,,126287.0,5532.0,14.154,0.62,4871.0,0.546,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-10,13205.0,290.0,310.0,342.0,17.0,22.429,1477.133,32.44,34.677,38.257,1.902,2.509,0.66,261.0,29.196,1032.0,115.441,,,,,134743.0,8456.0,15.102,0.948,5200.0,0.583,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-11,13481.0,276.0,286.857,364.0,22.0,22.714,1508.006,30.874,32.088,40.718,2.461,2.541,0.63,245.0,27.406,1035.0,115.777,,,,,140975.0,6232.0,15.801,0.698,5263.0,0.59,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-12,13838.0,357.0,279.143,387.0,23.0,23.429,1547.941,39.935,31.225,43.29,2.573,2.621,0.61,243.0,27.182,1035.0,115.777,,,,,144877.0,3902.0,16.238,0.437,5209.0,0.584,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-115.6,-0.44,14.6,-12.9312027573441
AUT,Europe,Austria,2020-04-13,14041.0,203.0,272.0,404.0,17.0,23.0,1570.649,22.708,30.426,45.192,1.902,2.573,0.59,239.0,26.735,981.0,109.736,,,,,148412.0,3535.0,16.634,0.396,5302.0,0.594,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-14,14152.0,111.0,261.714,416.0,12.0,21.571,1583.066,12.417,29.276,46.534,1.342,2.413,0.56,243.0,27.182,1002.0,112.085,,,,,151796.0,3384.0,17.014,0.379,5223.0,0.585,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-15,14239.0,87.0,230.429,437.0,21.0,20.143,1592.798,9.732,25.776,48.884,2.349,2.253,0.52,232.0,25.952,1001.0,111.973,,,,,156801.0,5005.0,17.574,0.561,5149.0,0.577,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-16,14389.0,150.0,210.571,450.0,13.0,17.857,1609.577,16.779,23.555,50.338,1.454,1.998,0.5,238.0,26.623,967.0,108.17,,,,,162816.0,6015.0,18.249,0.674,5218.0,0.585,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-17,14518.0,129.0,187.571,466.0,16.0,17.714,1624.007,14.43,20.982,52.128,1.79,1.982,0.48,227.0,25.393,909.0,101.682,,,,,169272.0,6456.0,18.972,0.724,4933.0,0.553,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-18,14629.0,111.0,164.0,489.0,23.0,17.857,1636.424,12.417,18.345,54.7,2.573,1.998,0.46,208.0,23.267,855.0,95.642,,,,,175932.0,6660.0,19.719,0.746,4994.0,0.56,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-19,14729.0,100.0,127.286,502.0,13.0,16.429,1647.61,11.186,14.238,56.155,1.454,1.838,0.46,204.0,22.82,817.0,91.391,,,,,179244.0,3312.0,20.09,0.371,4910.0,0.55,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,32.8000000000001,0.12,9.62,3.66906098997307
AUT,Europe,Austria,2020-04-20,14789.0,60.0,106.857,520.0,18.0,16.571,1654.321,6.712,11.953,58.168,2.014,1.854,0.46,194.0,21.701,805.0,90.049,,,,,182949.0,3705.0,20.505,0.415,4934.0,0.553,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-21,14836.0,47.0,97.714,537.0,17.0,17.286,1659.579,5.257,10.93,60.07,1.902,1.934,0.47,196.0,21.925,756.0,84.567,,,,,189018.0,6069.0,21.185,0.68,5317.0,0.596,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-22,14904.0,68.0,95.0,546.0,9.0,15.571,1667.186,7.607,10.627,61.076,1.007,1.742,0.47,176.0,19.688,700.0,78.303,,,,,201794.0,12776.0,22.617,1.432,6428.0,0.72,,,tests performed,,,,,,,,,,,,,,77.78,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-23,14974.0,70.0,83.571,564.0,18.0,16.286,1675.016,7.83,9.348,63.09,2.014,1.822,0.47,169.0,18.905,677.0,75.73,,,,,205835.0,4041.0,23.07,0.453,6146.0,0.689,,,tests performed,,,,,,,,,,,,,,75.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-24,15047.0,73.0,75.571,576.0,12.0,15.714,1683.182,8.166,8.454,64.432,1.342,1.758,0.48,156.0,17.45,651.0,72.822,,,,,212686.0,6851.0,23.838,0.768,6202.0,0.695,,,tests performed,,,,,,,,,,,,,,75.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-25,15107.0,60.0,68.286,584.0,8.0,13.571,1689.893,6.712,7.639,65.327,0.895,1.518,0.49,148.0,16.556,608.0,68.012,,,,,221089.0,8403.0,24.78,0.942,6451.0,0.723,,,tests performed,,,,,,,,,,,,,,75.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-26,15186.0,79.0,65.286,592.0,8.0,12.857,1698.73,8.837,7.303,66.222,0.895,1.438,0.51,145.0,16.22,594.0,66.446,,,,,227631.0,6542.0,25.513,0.733,6912.0,0.775,,,tests performed,,,,,,,,,,,,,,75.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,123.4,0.42,6.08,13.8037233586182
AUT,Europe,Austria,2020-04-27,15248.0,62.0,65.571,606.0,14.0,12.286,1705.666,6.935,7.335,67.788,1.566,1.374,0.53,140.0,15.661,579.0,64.768,,,,,232537.0,4906.0,26.063,0.55,7084.0,0.794,,,tests performed,,,,,,,,,,,,,,75.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-28,15283.0,35.0,63.857,615.0,9.0,11.143,1709.581,3.915,7.143,68.795,1.007,1.246,0.55,136.0,15.213,561.0,62.754,,,,,239578.0,7041.0,26.852,0.789,7223.0,0.81,,,tests performed,,,,,,,,,,,,,,75.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-29,15353.0,70.0,64.143,621.0,6.0,10.714,1717.411,7.83,7.175,69.466,0.671,1.199,0.56,131.0,14.654,517.0,57.832,,,,,247754.0,8176.0,27.769,0.916,6566.0,0.736,,,tests performed,,,,,,,,,,,,,,75.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-04-30,15402.0,49.0,61.143,635.0,14.0,10.143,1722.893,5.481,6.84,71.032,1.566,1.135,0.56,128.0,14.318,500.0,55.931,,,,,256399.0,8645.0,28.738,0.969,7223.0,0.81,,,tests performed,,,,,,,,,,,,,,75.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-05-01,15463.0,61.0,59.429,642.0,7.0,9.429,1729.716,6.824,6.648,71.815,0.783,1.055,0.56,124.0,13.871,472.0,52.799,,,,,264079.0,7680.0,29.598,0.861,7342.0,0.823,,,tests performed,,,,,,,,,,,,,,67.59,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-05-02,15517.0,54.0,58.571,649.0,7.0,9.286,1735.757,6.041,6.552,72.598,0.783,1.039,0.57,114.0,12.752,428.0,47.877,,,,,269619.0,5540.0,30.219,0.621,6933.0,0.777,,,tests performed,,,,,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-05-03,15554.0,37.0,52.571,653.0,4.0,8.714,1739.896,4.139,5.881,73.046,0.447,0.975,0.57,114.0,12.752,422.0,47.206,,,,,274355.0,4736.0,30.75,0.531,6675.0,0.748,,,tests performed,,,,,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,111.6,0.36,-0.8,12.4837562951522
AUT,Europe,Austria,2020-05-04,15582.0,28.0,47.714,657.0,4.0,7.286,1743.028,3.132,5.337,73.493,0.447,0.815,0.59,111.0,12.417,420.0,46.982,,,,,279071.0,4716.0,31.279,0.529,6648.0,0.745,,,tests performed,,,,,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-05-05,15594.0,12.0,44.429,666.0,9.0,7.286,1744.37,1.342,4.97,74.5,1.007,0.815,0.62,104.0,11.634,418.0,46.758,,,,,285883.0,6812.0,32.042,0.763,6615.0,0.741,,,tests performed,,,,,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-05-06,15624.0,30.0,38.714,670.0,4.0,7.0,1747.726,3.356,4.331,74.947,0.447,0.783,0.65,97.0,10.851,418.0,46.758,,,,,292254.0,6371.0,32.756,0.714,6357.0,0.713,,,tests performed,,,,,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
